Товар,Код товара,Цена
Конфеты шок. Impresso premium Черный 424г Беларусь 4,Ц0153488,891.69
Конфеты шок. Janet`s Bakery Американский брауни вес,Ц0153468,446.17
Конфеты шок. Jet's карамель/печенье вес KDV,Ц0164252,252.99
Конфеты шок. Juicy light ананас вес KDV,Ц0164247,269.05
Конфеты шок. Juicy light экзотик вес KDV,Ц0164248,269.12
Конфеты шок. Kit-kat вес Nestle,Ц0128468,903.49
Конфеты шок. Lamour мол. вес,Ц0173751,564.81
Конфеты шок. Landrin кокос 120г,Ц0180016,151.08
Конфеты шок. Landrin шоколадный орех 120г,Ц0180017,165.89
Конфеты шок. Lindt Lindor ассорти 200г,Ц0174294,737.32
Конфеты шок. Lindt Lindor мол/орех 200г,Ц0174297,793.76
Конфеты шок. Lusso черн. смородина вес KDV,Ц0166792,247.05
Конфеты шок. Mars вес.,Ц0131773,780.97
Конфеты шок. Merci 250г Storck,003433,401.72
Конфеты шок. Merci 400г Storck,003434,759.06
Конфеты шок. Merci с орехами 250г Storck,Ц0126841,408.87
Конфеты шок. Merci шоколадный мусс 250г Storck,003437,409.25
Конфеты шок. Merci dark 250г Storck,003436,410.29
Конфеты шок. Merci milk 250г Storck,Ц0131943,405.15
Конфеты шок. Milka мол с какао 110г,Ц0173435,191.22
Конфеты шок. Milka мол. 110г,Ц0165700,178.21
Конфеты шок. Milka орех 110г,Ц0165701,175.81
Конфеты шок. Milky Way вес,Ц0131772,785.84
Конфеты шок. Minis mix 162г Mars,Ц0182148,307.86
Конфеты шок. Nestle After Eight 200г ES РЦ,Ц0165538,257.96
Конфеты шок. NO CommenT вес Сладкий орешек,Ц0164768,309.89
Конфеты шок. NO ProbleM вес Сладкий Орешек,Ц0164775,321.26
Конфеты шок. NO StresS глазир вес Сладкий орешек,Ц0157015,305.45
Конфеты шок. O'Zera ваф. орех вес KDV,Ц0169512,516.73
Конфеты шок. O'Zera ваф. орех/шоколад вес KDV,Ц0169513,489.71
Конфеты шок. O'Zera вечер 195г,Ц0131110,236.29
Конфеты шок. O'Zera пралине с фундуком 190г KDV,Ц0182143,187.41
Конфеты шок. O'Zera пралине с фундуком вес KDV Россия 6,Ц0154472,583.97
Конфеты шок. O'Zera пралине с цельным фундуком 230г KDV,Ц0163066,270.86
Конфеты шок. O'Zera суфле банан 125г,Ц0169208,57.92
Конфеты шок. O'Zera суфле малина 125г,Ц0169209,61.74
Конфеты шок. O'Zera суфле манго 125г,Ц0169210,59.94
Конфеты шок. O'Zera трюфель в молочном шоколаде 197г KDV,Ц0182142,186.24
Конфеты шок. O'Zera фундук миндаль 220г KDV,Ц0182141,208.09
Конфеты шок. O'Zera Фундук Петрович в мол. шок глаз. вес KDV,Ц0166786,714.71
Конфеты шок. O'Zera фундук/миндаль вес KDV Россия 6,Ц0154473,576.45
Конфеты шок. O'Zera Chocolate Hazelnut 150г KDV,Ц0169502,96.2
Конфеты шок. O'Zera Creamy-Hazelnut 150г KDV,Ц0169501,102.03
Конфеты шок. O'Zera Milk cream вес KDV,Ц0164250,588.16
Конфеты шок. O'Zera milk/caramel вес KDV,Ц0173111,449.6
Конфеты шок. O'Zera milk/mango вес KDV,Ц0173112,506.46
Конфеты шок. O'Zera Thank You трюфель в молоч. шоколаде 140г KDV,Ц0163067,160.9
Конфеты шок. O'Zera White cream вес,Ц0164251,577.12
Конфеты шок. Pink Truffle 163г Марсианка,Ц0176176,122.01
Конфеты шок. Pure Love какао нуга/карам. вес,Ц0150289,504.61
Конфеты шок. Pure Love нуга/карам. глаз. вес,Ц0150290,363.28
Конфеты шок. Raffaello 90г Ferrero Т9,Ц0137954,240.42
Конфеты шок. Raffaello 100г Ferrero Т10,Ц0137955,347.97
Конфеты шок. Raffaello 150г Ferrero,003364,267.54
Конфеты шок. Raffaello 200г Ferrero Т20 GL,Ц0137956,574.06
Конфеты шок. Raffaello маракуйя 150г Ferrero T6,Ц0172343,264.53
Конфеты шок. Raffaello миндаль/орех 70г Ferrero,Ц0151992,157.73
Конфеты шок. Raffaello плоская 240г Ferrero,Ц0110254,556.84
Конфеты шок. Rendi Blond мультизлак вес,Ц0174554,358.04
Конфеты шок. Rendi Dark мультизлак вес,Ц0174553,364.46
Конфеты шок. Ritter sport мини ассорти вес Германия,Ц0153026,1680.37
Конфеты шок. Roshen Сливки-ленивки вафельные вес,Ц0120995,600.2
Конфеты шок. Roshen Шоколапки вес.,Ц0109682,400.73
Конфеты шок. Roshen Assortment classic темн 154г,Ц0104457,258.82
Конфеты шок. Roshen Johnny Krocker choco вес,Ц0157010,598.38
Конфеты шок. Roshen Konafetto bianco вес,Ц0109690,510.17
Конфеты шок. Roshen Krock вес,Ц0173262,475.56
Конфеты шок. Sladus dark глазир. вес,Ц0176107,80.03
Конфеты шок. Sladus Sweet light вес,Ц0176103,404.14
Конфеты шок. Snickers вес.,Ц0125661,727.84
Конфеты шок. Super нуга/карамель вес KDV,Ц0166618,263.69
Конфеты шок. Toffifee 125г Storck,003471,126.83
Конфеты шок. Toffifee 250г Storck,Ц0133829,285.5
Конфеты шок. Twix вес.,Ц0126847,793.17
Конфеты шок. Twix соленая карамель вес Mars,Ц0156404,710.16
Конфеты шок. Ulker Albeni Bites вес,Ц0148397,726.87
Конфеты шок. Ulker Albeni mini вес,Ц0138193,587.34
Конфеты шок.Рахат Perfection 80% 275г ф/п,Ц0170016,227.73
Конфеты Mix&Max ваф./мол. вес,Ц0100216,420.03
Конфеты Mix&Max ваф./шок. вес,Ц0100213,341
Шоколад Спартак мол. 500г Беларусь 3,Ц0153489,624.56
Шоколад Спартак мол. 1000г Беларусь 2,Ц0153490,1355.16
Батончик Аленка молочный 48г ОК,Ц0154141,39.83
Батончик Джумка 37г KDV,Ц0114467,14.4
Батончик Крокант 28г KDV,Ц0108112,8.59
Батончик Рахат Chill Deal шок. нуга/карамель 35г,Ц0181905,22.87
Батончик Рахат Snatch 45г,Ц0171376,25.86
Батончик Рахат Snatch Mini 165г,Ц0174021,115.22
Батончик Рахат Umka bear мол.40г,Ц0170017,30.1
Батончик Сибирский Кедр кедров.марципан 40г НВ,Ц0177631,92.12
Батончик Сибирский Кедр шок. кедров.марципан 40г НВ,Ц0177630,92.48
Батончик Славянка Золотой степ 50г,Ц0133561,24.03
Батончик Славянка Super step шок 65г,Ц0157968,26.46
Батончик шок. Славянка Обыкновенное чудо клссическое 40г,Ц0180346,17.32
Батончик шок. Славянка Обыкновенное чудо сливочное 40г,Ц0180347,23.9
Батончик шок. Baby Fox mini мол. 120г,Ц0169500,73.09
Батончик шок. Baby Fox mini мол. фундук 120г KDV,Ц0172215,86.6
Батончик Яшкино Зебра 40г,Ц0128294,15.57
Батончик Яшкино Чио Рио 30г,Ц0146076,11.13
Батончик Яшкино ярче арахис 40г,Ц0152894,16.29
Батончик Baby Fox Creamy молочно-ореховый Choco 23г,Ц0172214,12.83
Батончик Babyfox молочный 45г KDV,Ц0158305,25.55
Батончик BonTime нуга/пломбир 20г KDV,Ц0159580,6.84
Батончик Bounty 55г Mars,003940,42.49
"Батончик Bounty Trio 85,5г Mars",003942,67.06
Батончик Elvan Chocair coclin мол. 20г,Ц0171546,11.16
Батончик Impulse ваф. карамель 16г KDV,Ц0164232,8.59
Батончик Jet's печенье мяг. карамель 42г KDV,Ц0164242,11.92
Батончик Kinder 4шт 50г Ferrero,003418,61.12
Батончик Kinder 8шт 100г Ferrero,003419,115.54
Батончик Kinder Bueno 43г Ferrero,003955,63.04
Батончик Kinder Bueno white 39г Ferrero,Ц0154883,63.42
Батончик Kinder Delice 42г Ferrero,003957,51.71
Батончик Kinder Maxi 21г Ferrero,031701,25.45
Батончик Mars 50г Mars,003961,44.19
Батончик Mars Minis 182г,Ц0131891,178.07
Батончик Milka Nussini ваф. фундук 155г,Ц0172764,210.1
Батончик Milka Waffelini ваф. с мол.шок 31г,Ц0172763,34.57
Батончик Milka Waffelini ваф. с мол.шок 155г,Ц0172762,168.59
Батончик Milka Waffelini Chocomax ваф. 31г,Ц0172767,34.07
Батончик Milka Waffelini Chocomax ваф. 155г,Ц0172766,174.64
Батончик Milky way 4*26г Mars,Ц0164584,89.02
Батончик Milky way 26г Mars,003965,23.82
Батончик Milky Way Minis 176г Mars,Ц0131890,177.7
Батончик Millennium пористый молочный 32г,Ц0182567,34.42
Батончик Nestle Goodmix Crispy Cookie Taste 47г,Ц0172573,49.86
Батончик Nestle Goodmix Salted Caramel Taste арахис 44г,Ц0172575,48.44
Батончик Nestle Goodmix Salted Peanut Taste 46г,Ц0172574,53.36
"Батончик Nestle Kit-kat 4sticks 41,5г",Ц0103384,40.73
Батончик Nestle Kit-Kat Chunky 40г,Ц0131585,51.86
Батончик Nestle Kit-Kat Duo 64г,Ц0131586,58.52
Батончик Nestle Nuts Брауни фунд. 60г,Ц0172579,50.93
Батончик Nestle Nuts мега байт 66г,003969,47.39
Батончик Nuts 50г Nestle,003968,37.91
Батончик Nuts Duo фундук/арахис 60г Nestle,Ц0165844,66.21
Батончик O'Zera Chocolate Hazelnutе 23г KDV,Ц0169504,11.09
Батончик O'Zera Creamy-Hazelnutе 23г KDV,Ц0169503,12.88
Батончик Picnic арахис м/п 152г,Ц0178559,111.38
Батончик Roshen молочно-шоколадный карамель 40г,Ц0154218,30.79
Батончик Roshen молочно-шоколадный крем-брюле 43г,Ц0154219,30.96
